Noms;CI;paper;SMILE;apol;ast_fraglike;ast_fraglike_ext;ast_violation;ast_violation_ext;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nH;a_nI;a_nN;a_nO;a_nP;a_nS;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;chiral;chiral_u;density;diameter;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;lip_acc;lip_don;lip_druglike;lip_violation;logP(o/w);logS;mr;mutagenic;nmol;opr_brigid;opr_leadlike;opr_nring;opr_nrot;opr_violation;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;petitjean;petitjeanSC;Q_PC+;Q_PC-;Q_RPC+;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPNEG;Q_VSA_FPOL;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;radius;reactive;rings;RPC+;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;Weight;weinerPath;weinerPol;zagreb
Leucine_L;0.62;3;O=C([O-])C([NH3+])CC(C)C;21.932308;1;1;0;0;0;2;0;1;22;0;0;9;5;32.492004;1.4769093;0;0;6;0;0;13;0;1;2;0;0;3.3980889;-2.6676149;-0.54135972;0.3454479;2.6556058;-3.3078585;-0.39651176;0.2142;2.6830802;-2.4473414;-5.295251e-017;0.1057;2.8748624;14.807691;3;0.375;0;21;1;8;4;3;0.375;20;0;7.4391575;5.8854108;4.3618073;4.4391575;4.036581;3.0763688;2.2598722;2.3045304;1;1;0.82466936;5;0;-0.85135913;-0.33988363;0.096465804;2.3139548;-2.2349892;-0.29197586;0.054200001;2.2927029;-0.64092076;-0.16;-0.054299999;2.5002518;9;3.9200001;4.5;8.0597343;3.4565301;3.9089532;3.0954127;3;3;1;0;0.87599999;-1.07322;3.5362039;0;1;0;1;0;3;0;0;0;1.086183;-1.086183;0.41031277;0.5;61.02544;15.808495;14.708499;0;0;0;24.442041;0;0;0;0;0;0;27.133842;0.63962764;0.18959028;0.18959028;0.36037233;0.81040972;0.17078206;91.542435;27.133842;27.133842;51.575882;115.98447;24.442041;0.40000001;0.66666669;0;0;0;0;1;0;0;0;1;0;143.11832;0;0;0;143.11832;0;3;0;0;0;0;1;-1.6071;75.580528;1.4640081;27.844185;0;4.4107962;0;0;0;18.868406;66.652031;3.1138101;66.545563;0;37.307983;3.9819686;0;18.868406;1.4640081;66.652031;67.769997;0.71696228;4;2.2607846;5.9966536;143.11832;143.17374;27.133842;27.133842;17.742489;17.742489;83.533485;14.708499;44.876331;131.175;96;8;36
Lidocaine ;0.91000003;2;O=C(Nc1c(cccc1C)C)C[NH+](CC)CC;42.978237;1;0;0;1;1;0;6;1;40;1;2;17;13;53.53223;1.3383057;0;0;14;0;0;23;0;2;1;0;0;2.4114521;-2.6871541;-0.39607543;0.41648832;2.6707242;-3.4878557;-0.28490204;0.36554974;2.475827;-2.4916277;-0.23405524;0.52535599;2.8592031;28.08176;5;0.29411766;6;40;1;17;4;6;0.35294119;33;0;12.836499;11.26162;9.8533716;10.552042;8.0789175;6.2765684;4.5117841;5.4603257;0;0;0.72209865;9;1;-0.87283212;-0.31767413;0.034471482;2.5935862;-2.259675;-0.19022387;0.016189206;2.5539024;-0.62904692;-0.15694967;0.12446787;2.8112621;15.058824;7.4380164;4.6390533;11.85678;5.7617188;3.5470369;4.0185547;3;2;1;0;2.2219999;-2.4358301;7.1937113;0;1;6;1;1;5;0;0;0;1.5918797;-0.59187979;0.23699877;0.44459614;58.816898;65.516449;0;0;0;40.59901;33.249039;51.842564;0;0;0;5.6825762;13.566921;0;0.65426391;0.26401436;0.071486793;0.34573606;0.73598564;0.27424926;176.17592;71.092056;19.249496;93.097549;198.1814;73.848053;0.44444445;0.80000001;0;0;0;0;1;0;0;0;1;0;269.27347;0;0;0;269.27347;0;5;0;1;0;0;1;1.16664;3.1243138;23.269535;23.862217;55.318733;6.37115;0;0;52.929554;0;136.06081;7.14574;26.98653;0;0;6.37115;20.767498;52.929554;60.577518;133.30406;33.540001;0.52255934;5.0874629;3.0146227;7.87187;269.27347;293.81995;13.566921;0;0;5.6825762;237.07443;12.949531;19.249496;235.351;556;23;78
Lopinavir;0.73000002;2;O(CC(=O)NC(Cc1ccccc1)C(O)CC(NC(=O)C(N1CCCNC1=O)C(C)C)Cc1ccccc1)c1c(cccc1C)C;105.53606;0;0;4;6;5;0;18;0;94;4;9;46;34;135.69374;1.4435503;0;0;37;0;0;48;0;4;5;0;0;1.4414175;-2.740799;-0.53320593;0.58323425;2.7226503;-2.8908582;-0.49006084;0.67221332;2.6539998;-2.4818423;-0.39308387;0.71356237;2.9739811;61.223934;15;0.30612245;18;97;3;49;7;17;0.34693879;76;0;33.053467;27.369473;23.342052;25.64769;22.117102;16.211388;12.36908;15.283296;4;4;0.77115393;18;0;-0.83836985;-0.39001203;0.07839682;3.0841961;-1.1666027;-0.31379488;0.13885628;3.0626185;-0.53156632;-0.21605732;0.16633688;3.3242803;38.796333;20;12.380726;29.576342;15.149489;9.3364611;9.7405748;9;4;1;1;5.1890001;-6.7484698;18.201944;0;1;24;0;4;15;3;0;0;2.3725879;-2.3725879;0.14425248;0.13527718;124.25941;71.692497;53.998116;15.158071;22.058474;25.899061;17.440542;209.92751;0;0;0;44.181568;27.133842;2.503756;0.77335513;0.4619379;0.12017716;0.22664484;0.5380621;0.10646769;475.03561;283.74667;73.819168;139.21724;330.50616;65.398079;0.5;1;0;0;0;0;1;0;0;0;1;0;614.25287;0;0;0;614.25287;0;9;0;4;0;0;0.47826087;4.3280802;90.417366;18.471838;66.138985;57.805416;17.153095;37.736813;0;229.36139;37.736813;162.4097;17.95359;71.586647;39.50943;58.443047;36.400284;0;304.83502;73.152939;133.30406;120;0.27052692;6.6147099;3.957628;10.805804;614.25287;752.67719;43.204517;0;0;17.047728;497.09409;43.339603;73.819168;628.81396;8131;70;230
Lysine ;0.34999999;3;O=C([O-])C([NH3+])CCCC[NH3+];24.365894;1;0;0;2;0;2;0;2;25;0;0;10;5;37.983273;1.5193309;0;0;6;0;0;15;0;2;2;0;0;3.1423776;-2.6539295;-0.54390836;0.34544781;2.6616106;-3.3097563;-0.4000589;0.2142;2.6571643;-2.4513316;5.5235313e-017;0.1057;2.8649819;15.674105;5;0.55555558;0;24;1;9;6;5;0.55555558;23;0;7.9831276;6.1364875;3.9057775;3.9831276;4.6807394;3.5134201;2.1969235;2.2415817;1;1;0.86310136;7;1;-0.86313778;-0.34771264;0.18493448;2.371609;-2.2372377;-0.31074077;0.054200001;2.2953796;-0.6432516;-0.16;-0.054299999;2.531605;10;5.7600002;5.5308642;9.0641108;5.1582298;4.9042344;4.675477;4;6;1;1;-0.46900001;0.21392;3.9008086;0;1;0;1;0;5;1;0;0;2.0861831;-1.086183;0.21660687;0.5;15.808495;31.616989;14.708499;0;0;0;62.484035;0;0;0;0;0;0;27.133842;0.40944463;0.17880401;0.17880401;0.59055537;0.82119596;0.41175136;62.133984;27.133842;27.133842;89.617882;124.61802;62.484035;0.42857143;0.75;0;0;0;0;1;0;0;0;1;0;151.75186;0;0;0;151.75186;0;4;0;0;0;0;1;-3.2409999;108.47771;1.4640081;27.844185;18.439579;0;0;0;0;56.605217;0;3.3289199;66.545563;0;65.794373;3.9819686;0;56.605217;19.903585;0;95.410004;0.68007702;4.1699252;2.6608009;6.2704711;151.75186;153.02722;27.133842;27.133842;35.484978;35.484978;74.424538;14.708499;62.61882;147.198;143;9;38
Mefloquine ;1.5700001;3;FC(F)(F)c1c2nc(cc(c2ccc1)C(O)C1[NH2+]CCCC1)C(F)(F)F;47.59948;0;0;2;3;2;0;10;1;43;1;3;26;23;76.845871;1.7871133;0;0;17;0;6;17;0;2;1;0;0;1.8653611;-2.7801654;-0.50160486;0.62621433;2.7874463;-3.4196818;-0.47898147;0.65692502;2.7300479;-2.5807784;-0.40810493;0.72968906;2.9828618;27.122519;2;0.071428575;11;45;0;28;2;4;0.14285715;34;0;19.11252;13.532093;9.7925291;10.698306;12.087354;8.1825113;5.601624;6.7852583;2;2;0.98575228;10;1;-0.86746746;-0.33719581;0.12513001;2.8234236;-2.2476563;-0.28870773;0.26019999;2.8526297;-0.63568562;-0.20075694;0.16345519;3.0313387;20.727041;7.7879934;4.54321;16.841908;6.2724204;3.6359725;4.0630589;3;3;1;0;4.2745199;-4.5071602;8.3909264;0;1;17;1;3;4;0;0;0;2.4433494;-1.4433494;0.17796296;0.16728425;83.459549;40.525082;5.6825762;6.6995511;8.458519;0;45.090061;0;0;0;71.451813;19.249496;0;0;0.74057817;0.32322142;0.06859713;0.2594218;0.67677861;0.19082467;207.81857;90.701309;19.249496;72.79808;189.91534;53.54858;0.5;1;0;0;0;0;1;0;0;0;1;0;280.61664;0;0;0;280.61664;0;5;0;3;0;0;1;4.1402001;43.395977;16.78553;3.9819686;18.439579;9.1278973;0;15.519032;75.289841;63.073864;89.760681;8.1483202;0;149.94218;15.519032;19.578516;4.7171016;127.17796;18.439579;0;49.73;0.41210872;5.8073549;3.1172276;9.1598768;280.61664;367.42291;5.6825762;0;5.6825762;5.6825762;255.68459;0;24.932074;379.32397;1491;45;142
Meropenem ;0.079999998;2;S(C=1C(C2N(C(=O)C2C(O)C)C=1C(=O)[O-])C)C1CC([NH2+]C1)C(=O)N(C)C;56.799824;0;0;1;3;3;2;0;1;51;1;4;26;15;87.345894;1.7126645;0;0;17;0;0;25;0;3;5;0;1;1.6936814;-2.7343967;-0.48944488;0.49875972;2.8421896;-3.3819566;-0.49763563;0.48553723;2.7668138;-2.499011;-0.2927545;0.6363796;3.0897388;37.402176;6;0.21428572;0;53;4;28;2;6;0.21428572;49;0;19.333981;16.155045;11.378315;11.765066;12.145642;9.7046738;4.745471;5.0461121;6;6;0.89775831;12;0;-0.86299348;-0.38748458;0.073476307;2.8901565;-2.2466087;-0.3873485;0.053871851;2.830689;-0.63902563;-0.18968937;0.14353269;3.126152;20.727041;7.7879934;3.5603333;18.367348;6.8664141;3.1276538;4.8506851;8;3;1;0;-0.47499999;-1.96447;9.6648569;0;1;13;1;3;6;0;0;0;2.5654142;-2.5654142;0.14304747;0.21169807;63.001499;23.61659;102.38268;8.458519;12.949531;0;39.948589;0;0;19.760618;0;13.566921;27.133842;27.133842;0.64275253;0.25919378;0.20072222;0.35724747;0.74080622;0.15652524;217.21991;87.595222;67.834602;120.73273;250.35741;52.898121;0.5;1;0;0;0;0;1;0;0;0;1;0;337.95264;0;0;0;337.95264;0;6;0;3;0;0;0.69230771;-2.6689;86.079323;18.230204;88.795189;18.439579;8.8215923;70.10186;0;0;18.868406;98.871574;9.2273197;114.26999;49.644604;8.8215923;21.516024;0;18.868406;30.421154;164.66594;117.59;0.41210872;5.8073549;3.3929026;9.1161518;337.95264;399.07065;54.267685;27.133842;5.6825762;5.6825762;223.8279;40.607563;73.517181;383.46899;1652;43;142
Metaclopramide ;0.40000001;2;Clc1cc(C(=O)NCC[NH+](CC)CC)c(OC)cc1N;47.060238;0;0;1;2;2;0;6;1;43;2;4;20;14;69.229607;1.6099907;0;0;14;1;0;23;0;3;2;0;0;2.4265146;-2.7239871;-0.46850595;0.52650082;2.683815;-3.4943895;-0.44155133;0.52511853;2.4209485;-2.519774;-0.36650503;0.66479105;2.8793406;29.757761;7;0.34999999;6;43;1;20;5;8;0.40000001;36;0;15.120955;13.010868;9.4831276;10.129392;9.527606;7.1552463;3.8189142;4.5472069;0;0;0.83310723;11;1;-0.88162702;-0.31568554;-0.00045469939;2.5975704;-2.2596524;-0.24090932;0.15816049;2.5269904;-0.62945682;-0.15815376;0.12858056;2.8047843;18.049999;9.1065092;5.3789062;15.4806;7.7431908;4.5448775;5.9934621;5;4;1;0;1.71;-2.5644801;8.1987667;1;1;6;1;1;7;0;0;0;2.1143603;-1.1143605;0.14844397;0.29388577;31.616989;80.703255;0;35.658428;20.299505;53.548542;20.299505;0;47.324436;0;0;5.6825762;13.566921;2.503756;0.62757277;0.22196922;0.069900319;0.37242723;0.77803081;0.30252689;195.30312;69.07769;21.753254;115.90081;242.12624;94.147552;0.45454547;0.83333331;0;0;0;0;1;0;0;0;1;0;311.20392;0;0;0;311.20392;0;6;0;1;0;0;1;0.58530003;65.032143;5.2587838;0;73.758316;27.047791;35.383869;3.5006065;35.286369;0;113.80085;8.1661301;26.98653;10.999887;18.01075;11.929609;2.7567475;68.183556;79.017097;141.18454;68.790001;0.4689956;5.321928;3.288985;8.3326426;311.20392;333.24161;16.070677;0;0;23.425066;258.75864;12.949531;39.495743;300.81;902;29;92
Metformin ;0.34;2;[NH+](=C(N)N)C(=[NH2+])N(C)C;21.208309;1;1;0;0;0;0;0;5;22;0;0;9;2;30.392139;1.3814609;0;0;4;0;0;13;0;5;0;0;0;3.4381251;-2.406987;0.065643974;0.32277983;2.4356103;-3.179641;-0.0059267129;0.2142;2.2126534;-2.1853628;0.096270002;0.25559932;2.6442733;14.871691;1;0.125;0;21;2;8;2;2;0.25;19;0;7.4391575;5.6792645;3;3.1547005;4.036581;2.4840593;0;0;0;0;0.84937006;5;2;-0.77709717;-0.09435603;0.11519468;2.176316;-2.2325737;-0.331393;0.054200001;1.8231597;-0.56137252;-0.063730001;0.045102868;2.3255508;9;3.9200001;4.5;5.8524199;2.3902857;2.5742869;1.5543283;5;7;1;1;-0.17399999;-0.1856;3.3903871;0;1;1;0;0;2;2;0;0;2.2026129;-0.20261298;0.27145046;1;0;5.6825762;0;53.22747;67.79892;0;31.363148;0;0;0;0;0;0;0;0.37267828;0;0;0.62732172;1;0.62732172;58.910046;0;0;99.162071;158.07211;99.162071;0.40000001;0.66666669;0;0;0;0;1;0;0;0;1;0;158.07211;0;0;0;158.07211;0;3;0;0;0;0;1;-4.9829001;114.25187;6.9224992;0;0;0;65.794373;0;0;0;0;3.4963901;16.78553;34.79628;0;0;65.794373;0;3.7981856;65.794373;94.839996;0.71696228;4;2.2607846;5.9966536;158.07211;139.01949;0;0;58.910046;58.910046;67.79892;31.363148;58.910046;131.183;96;8;36
Methadone ;0.82999998;3;O=C(C(CC([NH+](C)C)C)(c1ccccc1)c1ccccc1)CC;57.532204;0;0;1;2;1;0;12;1;51;0;1;23;20;62.449089;1.224492;0;0;21;0;0;28;0;1;1;0;0;2.3415511;-2.7368238;-0.54043269;0.60950249;2.7362216;-3.4806907;-0.4951638;0.66624618;2.6556699;-2.5289431;-0.39764613;0.72607607;2.9543052;32.887794;7;0.29166666;12;52;1;24;7;7;0.29166666;39;0;16.872032;14.673315;13.765066;15.294683;11.018909;8.4639788;6.9711795;8.9535255;1;1;0.70013988;8;1;-0.88629889;-0.35933715;0.065958351;2.9351408;-2.259618;-0.26386139;0.13616075;2.9437838;-0.63044918;-0.20720734;0.16196965;3.1689172;19.326389;8.909091;4.3456788;14.886803;6.7750959;3.2727211;4.3851962;2;1;1;0;5.2410002;-3.87989;9.8187628;0;1;12;1;2;7;0;0;0;1.4446115;-0.44461152;0.25308889;0.66443259;29.408449;61.02544;0;8.458519;6.6995511;0;67.79892;162.50203;0;0;0;0;13.566921;0;0.74799567;0.50383174;0.038822547;0.25200436;0.49616829;0.21318179;261.39444;176.06894;13.566921;88.065392;173.39088;74.498474;0.5;1;0;0;0;0;1;0;0;0;1;0;349.45984;0;0;0;349.45984;0;4;1;2;0;0;1;2.8749001;3.1243138;5.6876111;27.844185;0;6.37115;65.794373;0;176.43184;37.736813;66.652031;9.5851698;26.98653;0;0;10.353119;0;214.16866;5.6876111;132.44641;21.51;0.43892586;5.5849624;2.8367078;8.8270121;349.45984;403.11514;13.566921;0;0;0;327.43439;8.458519;13.566921;310.461;1044;39;114
Mezlocilline;0.14;3;S1C2N(C(C(=O)[O-])C1(C)C)C(=O)C2NC(=O)C(NC(=O)N1CCN(S(=O)(=O)C)C1=O)c1ccccc1;70.679031;0;0;2;4;6;2;6;0;60;2;8;36;17;114.52603;1.9087671;0;0;21;0;0;24;0;5;8;0;2;1.4448576;-2.6599662;-0.56720835;0.51611221;2.8356762;-2.9062078;-0.50713056;0.61707515;2.7525263;-2.3905849;-0.38094175;0.73104131;3.1300941;48.000969;7;0.17948718;6;63;5;39;2;9;0.23076923;52;0;26.576622;21.167482;13.110366;14.22325;16.735907;13.624715;5.1873927;6.2718382;4;4;0.95562977;15;-1;-0.8769452;-0.42329454;0.055439346;2.8148746;-1.4899986;-0.46687236;0.10993873;2.7679114;-0.5365665;-0.20954803;0.17630988;3.0991569;28.994083;10.873421;5.6734085;24.059433;8.9723072;4.6630821;5.9963508;13;2;0;2;-0.103;-4.0808601;12.766311;0;1;19;0;4;5;2;0;0;2.9061685;-3.9061685;0.20808381;0.14009644;90.83342;35.008007;30.839645;28.975119;24.140093;25.899061;41.49012;81.251015;0;19.760618;0;5.6825762;27.133842;59.95026;0.60868341;0.41145056;0.196972;0.39131662;0.58854944;0.19434462;286.66782;193.77831;92.766678;184.29596;277.18546;91.529274;0.46666667;0.875;0;0;0;0;1;0;0;0;1;0;470.96378;0;0;0;470.96378;0;8;0;4;0;0;1;-1.473;78.704842;77.58036;88.53846;36.879158;3.185575;31.691174;0;88.215919;3.9819686;146.59601;12.45082;210.16611;7.7671885;36.0215;17.478609;0;88.215919;58.520645;137.20349;176.33;0.3281796;6.2854023;3.7329631;10.070024;470.96378;538.27332;113.41805;27.133842;0;11.365152;260.58633;85.594254;124.7832;538.58197;4071;61;200
Morphine ;0.63;3;O1C2C34C(C([NH+](CC3)C)Cc3c4c1c(O)cc3)C=CC2O;46.76186;1;1;0;0;3;0;6;1;41;2;5;21;17;58.979313;1.4385198;0;0;17;0;0;20;0;1;3;0;0;1.6570927;-2.8777504;-0.54761606;0.70196348;2.925869;-3.5111639;-0.59377104;0.68010348;2.8265595;-2.6657078;-0.45092994;0.80698466;3.1443818;25.10014;0;0;6;45;1;25;1;0;0;38;0;14.353006;12.042798;10.240123;11.068549;10.125864;7.8339162;5.7700558;6.8357353;5;5;0.82472324;8;1;-0.88284451;-0.38009062;0.11747791;3.1320791;-2.2598312;-0.35664758;0.13711339;3.0952969;-0.63060272;-0.23345475;0.16777889;3.3477533;13.44;4.2950625;1.4876033;11.480405;3.6381724;1.2519938;1.9889377;4;3;1;0;0.93699998;-1.62288;7.7524967;0;1;22;1;5;0;1;0;0;1.8876671;-0.88766706;0.19359867;0.3693293;33.825527;33.825527;8.458519;16.917038;15.158071;20.299505;33.89946;33.825527;0;0;13.566921;13.566921;0;2.503756;0.62174481;0.28100079;0.071157433;0.37825519;0.71899921;0.30709776;140.41907;63.463127;16.070677;85.427711;162.38365;69.35704;0.5;1;0;0;0;0;1;0;0;0;1;0;225.84679;0;0;0;225.84679;0;4;0;5;0;0;0.047619049;-0.21902999;64.894653;0;16.919268;18.439579;10.781946;51.765594;0;70.572739;18.868406;10.486856;7.6700301;3.1243138;61.77034;4.4107962;33.777275;0;108.30955;18.439579;32.897186;54.130001;0.51002371;5.643856;2.6104989;8.557476;225.84679;322.76404;2.503756;0;0;0;196.20918;0;29.637598;286.35098;712;49;132
Naloxone ;0.63999999;3;O1C2C34CC[NH+](C(Cc5c3c1c(O)cc5)C4(O)CCC2=O)CC=C;52.417446;0;0;2;2;4;0;6;1;46;2;6;24;18;67.265732;1.4622985;0;0;19;0;0;22;0;1;4;0;0;1.6421607;-2.893532;-0.6529901;0.6893909;2.9736071;-3.5230284;-0.61322039;0.67298281;2.8395381;-2.6922629;-0.42613658;0.83559185;3.1776633;28.244555;2;0.071428575;6;50;2;28;2;2;0.071428575;42;0;16.689871;13.547422;11.336499;12.405413;11.525841;8.7526131;6.6656675;7.9048138;4;4;0.83459365;10;1;-0.87336355;-0.3919456;0.13012502;3.228826;-2.260082;-0.38252735;0.11592765;3.1608398;-0.629987;-0.24891149;0.21449265;3.4343126;16.193878;5.2608695;1.8069333;13.560033;4.369215;1.4918379;2.4686124;5;3;1;0;1.161;-2.2718501;8.764225;0;1;22;1;5;2;1;0;0;2.1576242;-1.1576244;0.14580202;0.27928782;63.233978;63.233978;8.458519;25.375559;0;26.999058;20.299505;18.017035;0;0;13.566921;13.566921;13.566921;2.503756;0.71380275;0.22773999;0.11024983;0.28619725;0.77226001;0.17594741;191.88599;61.221554;29.637598;76.936165;207.6006;47.298565;0.5;1;0;0;0;0;1;0;0;0;1;0;268.82214;0;0;0;268.82214;0;5;1;5;0;0;0;-0.11573;64.894653;5.6876111;34.312836;36.879158;6.37115;18.868406;0;52.929554;56.605217;42.58765;8.63943;26.98653;61.77034;0;27.308624;0;128.40317;42.566769;32.100792;71.199997;0.46012789;5.8073549;2.8562629;8.9328985;268.82214;366.89951;16.070677;0;0;0;217.15912;8.458519;43.204517;328.388;1047;58;148
Nicotine ;0.93000001;3;[NH+]1(CCCC1c1cccnc1)C;29.801895;1;1;0;0;1;0;6;1;27;0;1;12;10;34.559322;1.2799749;0;0;10;0;0;15;0;2;0;0;0;1.901908;-2.6098559;-0.49222949;0.67589355;2.7908854;-3.4220135;-0.50817227;0.59812725;2.7115939;-2.4088209;-0.43746704;0.71174622;2.9881556;19.038105;1;0.07692308;6;28;0;13;1;1;0.07692308;22;0;8.3889055;7.4552851;6.5080719;7.1044478;5.8770099;4.5995665;2.9409404;3.5580783;1;1;0.72384429;6;1;-0.88202983;-0.33179414;0.10338774;2.5869765;-2.2501101;-0.26710916;0.1508303;2.5475609;-0.63384134;-0.20998526;0.13813895;2.7752852;8.5917158;3.8062284;1.8595041;6.8556819;2.968488;1.4242733;1.6959175;2;1;1;0;1.375;-0.52618003;5.0238914;0;1;11;1;2;2;0;0;0;1.353628;-0.35362798;0.27017874;0.68558401;31.616989;54.125034;20.299505;0;6.6995511;20.299505;33.89946;0;0;0;0;5.6825762;0;0;0.61429685;0.032919068;0.032919068;0.38570318;0.96708095;0.3527841;106.04153;5.6825762;5.6825762;66.581093;166.94005;60.898518;0.5;1;0;0;0;0;1;0;0;0;1;0;172.62262;0;0;0;172.62262;0;3;0;2;0;0;1;0.52670002;3.1243138;16.78553;0;18.439579;3.185575;32.897186;0;69.71508;41.718781;0;4.8076701;3.1243138;16.78553;0;7.1675434;0;107.4519;18.439579;32.897186;17.33;0.68129086;4.7004399;2.4428155;6.8602829;172.62262;204.63516;5.6825762;0;0;0;166.94005;0;5.6825762;163.244;191;14;60
Oseltamivir ;0.13;2;O(C(CC)CC)C1C=C(CC([NH3+])C1NC(=O)C)C(OCC)=O;52.904999;0;0;1;2;3;0;0;1;51;1;4;22;14;74.412247;1.4590636;0;0;16;0;0;29;0;2;4;0;0;2.8003938;-2.7298644;-0.27827737;0.36964113;2.7631679;-3.3276651;-0.19366091;0.26778042;2.6845286;-2.5112829;-0.067096338;0.29760823;2.9731693;36.791004;7;0.31818181;0;51;3;22;4;9;0.40909091;48;0;16.698307;14.055279;11.215178;11.576985;10.421453;8.0576696;5.7382936;6.1481605;3;3;0.80237812;10;1;-0.85544705;-0.31411785;0.094472416;2.8504934;-2.235136;-0.29024222;0.054200001;2.7883646;-0.64162993;-0.15116322;0.013946862;3.0503139;20.045454;9.9881096;6.2040815;17.278625;8.5450916;5.2789392;6.7112474;6;4;1;0;1.347;-1.91959;8.597621;0;1;6;1;1;8;0;0;0;2.4103453;-1.4103454;0.18327796;0.24966864;137.85938;29.408449;24.267014;30.516994;6.6995511;27.65803;24.442041;0;0;0;0;5.6825762;29.637598;2.503756;0.6967963;0.11869109;0.11869109;0.3032037;0.88130891;0.1845126;222.05183;37.823929;37.823929;96.62355;280.85144;58.799622;0.5;1;0;0;0;0;1;0;0;0;1;0;318.67538;0;0;0;318.67538;0;5;0;1;0;0;1;0.5686;50.90794;13.004248;90.625443;20.926258;0;3.185575;0;17.643185;56.605217;133.30406;8.2856798;69.724205;0;50.90794;24.086811;0;74.248398;33.930508;133.30406;92.269997;0.43949699;5.4594316;3.1492884;8.6583138;318.67538;354.17963;29.637598;0;17.742489;23.425066;235.45093;30.161787;53.062664;313.418;1060;32;102
Ouabain ;0.07;3;O1C(C)C(O)C(O)C(O)C1OC1CC2(O)CCC3C(C2(CO)C(O)C1)C(O)CC1(C)C(CCC13O)C1=CC(OC1)=O;90.002892;0;0;3;5;11;0;0;0;85;8;19;41;27;120.68224;1.4197911;0;0;29;0;0;44;0;0;12;0;0;1.2675377;-2.9762759;-0.61262614;0.68681115;3.024507;-3.0249023;-0.631899;0.53173184;3.0139854;-2.7504849;-0.4826197;0.77703857;3.2519195;54.80711;4;0.086956523;0;90;2;46;2;4;0.086956523;88;0;29.697941;23.502867;18.292164;18.576622;19.219835;14.863054;11.168886;11.507385;15;15;0.91108978;18;0;-0.8036803;-0.4174265;0.10978108;3.6049926;-0.95197034;-0.39537773;-0.0075480784;3.5979648;-0.53923661;-0.25684407;0.19501831;3.8113279;31.00189;10.533241;4.2925091;29.728247;10.089659;4.1085882;7.3158016;12;8;0;3;-0.97500002;-1.83058;13.952747;0;1;31;0;6;6;4;0;0;2.9884975;-2.9884975;0.098930918;0.11072643;144.48499;47.425484;8.458519;69.492508;25.375559;29.416998;0;2.2085397;0;0;0;108.53537;16.070677;5.0075121;0.59602249;0.288782;0.28394377;0.40397754;0.711218;0.12003378;272.07004;131.8221;129.61356;184.40611;324.65405;54.792557;0.5;1;0;0;0;0;1;0;0;0;1;0;456.47617;0;0;0;456.47617;0;9;1;6;0;0;1;-1.515;203.08182;7.7454643;110.66893;41.852516;13.232388;3.185575;0;17.643185;132.07884;66.652031;13.85984;56.861881;203.08182;13.232388;56.992622;0;149.72202;49.59798;66.652031;206.60001;0.30615681;6.523562;3.8212171;10.424108;456.47617;593.03375;18.574432;0;0;0;297.44559;31.920755;127.1098;584.659;5312;94;244
